date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,adjDividend,paymentDate,recordDate,dividend
2025-03-06,356.51,364.33,354.23,363.54,355.05,424600,424600,7.03,1.97,359.6525,"March 06, 25",0.0197,,,,,
2025-03-05,356.32,361.71,352.69,358.64,350.26,581000,581000,2.32,0.6511,357.34,"March 05, 25",0.006511,,,,,
2025-03-04,355.74,361.94,353.67,355.37,347.07,541818,541818,-0.37,-0.10401,356.68,"March 04, 25",-0.0010401,,,,,
2025-03-03,355.73,358.06,352.39,356.1,347.78,432600,432600,0.37,0.10401,355.57,"March 03, 25",0.0010401,,,,,
2025-02-28,349.52,353.69,348.5,353.22,344.97,503700,503700,3.7,1.06,351.2325,"February 28, 25",0.0106,,,,,
2025-02-27,344.78,349.68,344.78,347.41,339.29,331017,331017,2.63,0.76281,346.6625,"February 27, 25",0.0076281,,,,,
2025-02-26,343.07,346.58,342.37,343.58,335.55,328800,328800,0.51,0.14866,343.9,"February 26, 25",0.0014866,,,,,
2025-02-25,341.89,346.31,341.89,343.2,335.18,406000,406000,1.31,0.38316,343.3225,"February 25, 25",0.0038316,,,,,
2025-02-24,338.7,342.31,338.5,340.92,332.96,398710,398710,2.22,0.65545,340.1075,"February 24, 25",0.0065545,,,,,
2025-02-21,338.63,341.3,335.12,337.14,329.26,407838,407838,-1.49,-0.44001,338.0475,"February 21, 25",-0.0044001,,,,,
2025-02-20,335.71,339.16,334.08,338.21,330.31,414201,414201,2.5,0.74469,336.79,"February 20, 25",0.0074469,,,,,
2025-02-19,337.49,338.44,331.06,336.29,328.43,394900,394900,-1.2,-0.35557,335.82,"February 19, 25",-0.0035557,,,,,
2025-02-18,334.1,339.19,333.46,338.18,330.28,419004,419004,4.08,1.22,336.2325,"February 18, 25",0.0122,,,,,
2025-02-14,335.15,335.4,331.62,332.69,324.92,398901,398901,-2.46,-0.734,333.715,"February 14, 25",-0.00734,,,,,
2025-02-13,332.31,335.86,330.31,335.41,327.57,273601,273601,3.1,0.93286,333.4725,"February 13, 25",0.0093286,,,,,
2025-02-12,334.81,335.65,330.61,331.58,323.83,372800,372800,-3.23,-0.96473,333.1625,"February 12, 25",-0.0096473,,,,,
2025-02-11,333.49,339.09,327.37,335.63,327.79,468800,468800,2.14,0.6417,333.895,"February 11, 25",0.006417,,,,,
2025-02-10,338.11,340.79,333.27,333.47,325.68,447500,447500,-4.64,-1.37,336.41,"February 10, 25",-0.0137,,,,,
2025-02-07,336.49,340.14,333.05,338.03,330.13,560146,560146,1.54,0.45767,336.9275,"February 07, 25",0.0045767,,,,,
2025-02-06,341,343.32,335.95,336.3,328.44,400049,400049,-4.7,-1.38,339.1425,"February 06, 25",-0.0138,,,,,
2025-02-05,340.44,342.63,335.34,339.82,331.88,653400,653400,-0.62,-0.18212,339.5575,"February 05, 25",-0.0018212,,,,,
2025-02-04,340.9,351.34,336.5,341.72,333.74,768700,768700,0.82,0.24054,342.615,"February 04, 25",0.0024054,,,,,
2025-02-03,344.29,348,341,345.27,337.2,589213,589213,0.98,0.28464,344.64,"February 03, 25",0.0028464,,,,,
2025-01-31,347.55,352,345.86,347.51,339.39,560300,560300,-0.04,-0.01150914,348.23,"January 31, 25",-0.0001150914,,,,,
2025-01-30,348.66,357.23,348.66,352.09,343.87,536847,536847,3.43,0.98377,351.66,"January 30, 25",0.0098377,,,,,
2025-01-29,362.54,365.74,351.35,351.51,343.3,829700,829700,-11.03,-3.04,357.785,"January 29, 25",-0.0304,,,,,
2025-01-28,369.27,372,361.25,367.47,358.89,694404,694404,-1.8,-0.48745,367.4975,"January 28, 25",-0.0048745,,,,,
2025-01-27,368.17,373.23,367.66,373,364.29,345000,345000,4.83,1.31,370.515,"January 27, 25",0.0131,,,,,
2025-01-24,363.88,368,363.88,365.14,356.61,282900,282900,1.26,0.34627,365.225,"January 24, 25",0.0034627,,,,,
2025-01-23,364.11,366.63,361.54,363.25,354.76,396343,396343,-0.86,-0.23619,363.8825,"January 23, 25",-0.0023619,,,,,
2025-01-22,365.05,367.35,362.77,363.71,355.21,321753,321753,-1.34,-0.36707,364.72,"January 22, 25",-0.0036707,,,,,
2025-01-21,363.12,369.73,362.44,364.33,355.82,408400,408400,1.21,0.33322,364.905,"January 21, 25",0.0033322,,,,,
2025-01-17,362.65,365.85,360.23,362.17,353.71,370700,370700,-0.48,-0.13236,362.725,"January 17, 25",-0.0013236,,,,,
2025-01-16,358.52,363.08,358.01,360.24,351.82,323604,323604,1.72,0.47975,359.9625,"January 16, 25",0.0047975,,,,,
2025-01-15,363.23,363.23,355.95,357.89,349.53,319416,319416,-5.34,-1.47,360.075,"January 15, 25",-0.0147,,,,,
2025-01-14,350,358.8,349.15,358.34,349.97,316821,316821,8.34,2.38,354.0725,"January 14, 25",0.0238,,,,,
2025-01-13,353.55,356.68,350.95,351.69,343.47,296600,296600,-1.86,-0.52609,353.2175,"January 13, 25",-0.0052609,,,,,
2025-01-10,362.48,365.36,353.31,353.52,345.26,612100,612100,-8.96,-2.47,358.6675,"January 10, 25",-0.0247,,,,,
2025-01-08,367.21,369.18,361.5,368.43,359.82,354878,354878,1.22,0.33223,366.58,"January 08, 25",0.0033223,,,,,
2025-01-07,363,373.05,362.75,371.02,362.35,318533,318533,8.02,2.21,367.455,"January 07, 25",0.0221,,,,,
2025-01-06,365,370.58,361.05,361.67,353.22,354447,354447,-3.33,-0.91233,364.575,"January 06, 25",-0.0091233,,,,,
2025-01-03,365,365.78,360.55,365.14,356.61,292635,292635,0.14,0.03835616,364.1175,"January 03, 25",0.0003835616,,,,,
2025-01-02,365.17,366.98,359.56,363.33,354.84,321400,321400,-1.84,-0.50387,363.76,"January 02, 25",-0.0050387,,,,,
2024-12-31,361.53,363.66,360.44,362.46,353.99,274604,274604,0.93,0.25724,362.0225,"December 31, 24",0.0025724,,,,,
2024-12-30,359.1,360.93,355.41,359.68,351.28,206574,206574,0.58,0.16151,358.78,"December 30, 24",0.0016151,,,,,
2024-12-27,359.27,362.96,358.34,359.95,351.54,191190,191190,0.68,0.18927,360.13,"December 27, 24",0.0018927,,,,,
2024-12-26,361.87,363.51,360.12,362.13,353.67,145980,145980,0.26,0.07184901,361.9075,"December 26, 24",0.0007184901,,,,,
2024-12-24,359.3,362.38,357.85,362.38,353.91,84500,84500,3.08,0.85722,360.4775,"December 24, 24",0.0085722,,,,,
2024-12-23,353.75,359.74,353.71,359.35,350.96,301400,301400,5.6,1.58,356.6375,"December 23, 24",0.0158,,,,,
2024-12-20,346.48,359.69,346.09,356.64,348.31,772247,772247,10.16,2.93,352.225,"December 20, 24",0.0293,,,,,
2024-12-19,347.88,351.98,347.75,349.36,341.2,410700,410700,1.48,0.42543,349.2425,"December 19, 24",0.0042543,,,,,
2024-12-18,355.24,359.44,348.12,348.33,340.19,505348,505348,-6.91,-1.95,352.7825,"December 18, 24",-0.0195,,,,,
2024-12-17,354.62,356.13,352.41,355.06,346.77,379833,379833,0.44,0.12408,354.555,"December 17, 24",0.0012408,,,,,
2024-12-16,365.1,365.1,356.99,357.77,349.41,348637,348637,-7.33,-2.01,361.24,"December 16, 24",-0.0201,,,,,
2024-12-13,365.49,365.49,361.96,362.81,354.33,288939,288939,-2.68,-0.73326,363.9375,"December 13, 24",-0.0073326,,,,,
2024-12-12,365.43,367.63,361.44,362.62,354.15,298400,298400,-2.81,-0.76896,364.28,"December 12, 24",-0.0076896,,,,,
2024-12-11,362.88,363.05,359.02,362.35,353.89,328300,328300,-0.53,-0.14605,361.825,"December 11, 24",-0.0014605,,,,,
2024-12-10,367.04,367.34,357.42,362.45,353.98,325210,325210,-4.59,-1.25,363.5625,"December 10, 24",-0.0125,,,,,
2024-12-09,369.68,375.25,367.64,368.17,359.57,364239,364239,-1.51,-0.40846,370.185,"December 09, 24",-0.0040846,,,,,
2024-12-06,373.88,374.99,368.68,371.4,362.72,257828,257828,-2.48,-0.66331,372.2375,"December 06, 24",-0.0066331,,,,,
2024-12-05,380.26,380.26,374.57,374.71,365.96,404500,404500,-5.55,-1.46,377.45,"December 05, 24",-0.0146,,,,,
2024-12-04,386.05,386.05,377.86,378.77,369.92,340822,340822,-7.28,-1.89,382.1825,"December 04, 24",-0.0189,,,,,
2024-12-03,384.1,388.48,381.5,385.21,376.21,579100,579100,1.11,0.28899,384.8225,"December 03, 24",0.0028899,,,,,
2024-12-02,388.19,388.19,382.77,383.73,374.77,379630,379630,-4.46,-1.15,385.72,"December 02, 24",-0.0115,,,,,
2024-11-29,389.31,391.98,387.29,387.56,378.51,264900,264900,-1.75,-0.44951,389.035,"November 29, 24",-0.0044951,,,,,
2024-11-27,386.98,392.11,386.54,389,379.91,330936,330936,2.02,0.52199,388.6575,"November 27, 24",0.0052199,2024-11-07,2,2024-12-13,2024-11-27,2
2024-11-26,386.72,390.61,383.93,387.5,376.49,398032,398032,0.78,0.2017,387.19,"November 26, 24",0.002017,,,,,
2024-11-25,391.66,392.78,387.16,390.1,379.02,1768614,1768614,-1.56,-0.3983,390.425,"November 25, 24",-0.003983,,,,,
2024-11-22,386.38,390.92,386.38,389,377.95,519602,519602,2.62,0.67809,388.17,"November 22, 24",0.0067809,,,,,
2024-11-21,379.54,388.2,375.83,385.15,374.21,446049,446049,5.61,1.48,382.18,"November 21, 24",0.0148,,,,,
2024-11-20,371.45,377.49,370.11,376.87,366.16,418745,418745,5.42,1.46,373.98,"November 20, 24",0.0146,,,,,
2024-11-19,368.01,371.83,367,370.44,359.92,320200,320200,2.43,0.66031,369.32,"November 19, 24",0.0066031,,,,,
2024-11-18,366.72,373.45,366.72,373.33,362.72,234442,234442,6.61,1.8,370.055,"November 18, 24",0.018,,,,,
2024-11-15,368.48,372.52,367.36,371.33,360.78,355523,355523,2.85,0.77345,369.9225,"November 15, 24",0.0077345,,,,,
2024-11-14,368.16,370,364.61,366.5,356.09,350200,350200,-1.66,-0.45089,367.3175,"November 14, 24",-0.0045089,,,,,
2024-11-13,367.7,373.09,365.89,370.68,360.15,341000,341000,2.98,0.81044,369.34,"November 13, 24",0.0081044,,,,,
2024-11-12,367.29,370.24,366.52,368.71,358.23,398036,398036,1.42,0.38662,368.19,"November 12, 24",0.0038662,,,,,
2024-11-11,371.55,371.55,366.03,369.42,358.92,525714,525714,-2.13,-0.57327,369.6375,"November 11, 24",-0.0057327,,,,,
2024-11-08,370.27,370.27,366.21,368.29,357.83,408400,408400,-1.98,-0.53474,368.76,"November 08, 24",-0.0053474,,,,,
2024-11-07,370,370,361.21,362.05,351.76,463900,463900,-7.95,-2.15,365.815,"November 07, 24",-0.0215,,,,,
2024-11-06,372.31,372.31,358.99,366.6,356.18,414763,414763,-5.71,-1.53,367.5525,"November 06, 24",-0.0153,,,,,
2024-11-05,347.75,354.81,347.38,354.61,344.54,492627,492627,6.86,1.97,351.1375,"November 05, 24",0.0197,,,,,
2024-11-04,351,352.74,346.79,347.75,337.87,373103,373103,-3.25,-0.92593,349.57,"November 04, 24",-0.0092593,,,,,
2024-11-01,353.68,357.12,350.11,350.97,341,552538,552538,-2.71,-0.76623,352.97,"November 01, 24",-0.0076623,,,,,
2024-10-31,363.05,370.3,352.44,355.61,345.51,1032434,1032434,-7.44,-2.05,360.35,"October 31, 24",-0.0205,,,,,
2024-10-30,376,383.06,375.41,380,369.2,385126,385126,4,1.06,378.6175,"October 30, 24",0.0106,,,,,
2024-10-29,381.38,383.99,376.62,376.76,366.06,314700,314700,-4.62,-1.21,379.6875,"October 29, 24",-0.0121,,,,,
2024-10-28,383.52,386.85,381.22,381.44,370.6,250613,250613,-2.08,-0.54234,383.2575,"October 28, 24",-0.0054234,,,,,
2024-10-25,388.5,388.5,377.36,379.61,368.83,347641,347641,-8.89,-2.29,383.4925,"October 25, 24",-0.0229,,,,,
2024-10-24,389.3,389.59,384.98,387.1,376.1,227600,227600,-2.2,-0.56512,387.7425,"October 24, 24",-0.0056512,,,,,
2024-10-23,385.83,386.22,381,385.66,374.7,222831,222831,-0.17,-0.04406086,384.6775,"October 23, 24",-0.0004406086,,,,,
2024-10-22,383.51,386.36,378.6,385.35,374.4,270218,270218,1.84,0.47978,383.455,"October 22, 24",0.0047978,,,,,
2024-10-21,386.54,389.34,383.13,386.65,375.67,238720,238720,0.11,0.0284576,386.415,"October 21, 24",0.000284576,,,,,
2024-10-18,388.44,389.78,382.37,384.23,373.31,1019600,1019600,-4.21,-1.08,386.205,"October 18, 24",-0.0108,,,,,
2024-10-17,389.26,389.58,382.9,385.97,375,493004,493004,-3.29,-0.84519,386.9275,"October 17, 24",-0.0084519,,,,,
2024-10-16,388.18,391.44,384.08,386.07,375.1,359142,359142,-2.11,-0.54356,387.4425,"October 16, 24",-0.0054356,,,,,
2024-10-15,398.39,401.82,387.89,388.24,377.21,333120,333120,-10.15,-2.55,394.085,"October 15, 24",-0.0255,,,,,
2024-10-14,394.84,399.91,389.69,398.66,387.33,366652,366652,3.82,0.96748,395.775,"October 14, 24",0.0096748,,,,,
2024-10-11,396.75,399.09,392.57,393.96,382.77,301600,301600,-2.79,-0.70321,395.5925,"October 11, 24",-0.0070321,,,,,
2024-10-10,400.73,402.11,391,393.86,382.67,460400,460400,-6.87,-1.71,396.925,"October 10, 24",-0.0171,,,,,
2024-10-09,371,391.99,369.37,388.89,377.84,892900,892900,17.89,4.82,380.3125,"October 09, 24",0.0482,,,,,
2024-10-08,375.39,381,370.52,373.73,363.11,988420,988420,-1.66,-0.44221,375.16,"October 08, 24",-0.0044221,,,,,
2024-10-07,400,401.99,368.8,372.55,361.97,1130181,1130181,-27.45,-6.86,385.835,"October 07, 24",-0.0686,,,,,
2024-10-04,398.19,407.3,396.18,407.04,395.48,306000,306000,8.85,2.22,402.1775,"October 04, 24",0.0222,,,,,
2024-10-03,395.21,397.5,391.19,393.62,382.44,267500,267500,-1.59,-0.40232,394.38,"October 03, 24",-0.0040232,,,,,
2024-10-02,395.3,398.37,393.56,396.4,385.14,274400,274400,1.1,0.27827,395.9075,"October 02, 24",0.0027827,,,,,
2024-10-01,390.23,396.3,389.67,396.22,384.96,318031,318031,5.99,1.53,393.105,"October 01, 24",0.0153,,,,,
2024-09-30,395.64,396.06,387.84,391.83,380.7,283236,283236,-3.81,-0.963,392.8425,"September 30, 24",-0.00963,,,,,
2024-09-27,388.85,395.39,388.11,395.14,383.91,460431,460431,6.29,1.62,391.8725,"September 27, 24",0.0162,,,,,
2024-09-26,382.92,389.16,381.2,387.54,376.53,354512,354512,4.62,1.21,385.205,"September 26, 24",0.0121,,,,,
2024-09-25,384.22,385.11,379.12,382.85,371.97,381935,381935,-1.37,-0.35657,382.825,"September 25, 24",-0.0035657,,,,,
2024-09-24,388.74,389.25,382.52,383.14,372.25,295100,295100,-5.6,-1.44,385.9125,"September 24, 24",-0.0144,,,,,
2024-09-23,388.87,390.91,386.12,386.7,375.71,325600,325600,-2.17,-0.55803,388.15,"September 23, 24",-0.0055803,,,,,
2024-09-20,388.63,391.85,385.97,387.5,376.49,718033,718033,-1.13,-0.29076,388.4875,"September 20, 24",-0.0029076,,,,,
2024-09-19,391.74,393.31,386.64,388.3,377.27,465100,465100,-3.44,-0.87813,389.9975,"September 19, 24",-0.0087813,,,,,
2024-09-18,388.92,392.18,386.76,388.66,377.62,358226,358226,-0.26,-0.06685179,389.13,"September 18, 24",-0.0006685179,,,,,
2024-09-17,389.5,392.21,387.39,387.54,376.53,219600,219600,-1.96,-0.50321,389.16,"September 17, 24",-0.0050321,,,,,
2024-09-16,382.7,391.68,382.65,389.43,378.37,287603,287603,6.73,1.76,386.615,"September 16, 24",0.0176,2024-08-07,2,2024-09-27,2024-09-16,2
2024-09-13,381.18,383.81,379.46,382.75,369.93,306237,306237,1.57,0.41188,381.8,"September 13, 24",0.0041188,,,,,
2024-09-12,376.37,379.16,374,379.05,366.36,214800,214800,2.68,0.71207,377.145,"September 12, 24",0.0071207,,,,,
2024-09-11,381.31,381.31,372.77,376.56,363.95,295200,295200,-4.75,-1.25,377.9875,"September 11, 24",-0.0125,,,,,
2024-09-10,388.22,389.04,379.48,381.16,368.39,253300,253300,-7.06,-1.82,384.475,"September 10, 24",-0.0182,,,,,
2024-09-09,385.79,389.57,381.33,387.02,374.06,312600,312600,1.23,0.31883,385.9275,"September 09, 24",0.0031883,,,,,
2024-09-06,388.46,390.72,382.92,383.39,370.55,283238,283238,-5.07,-1.31,386.3725,"September 06, 24",-0.0131,,,,,
2024-09-05,396.57,396.57,387.21,389.5,376.46,219200,219200,-7.07,-1.78,392.4625,"September 05, 24",-0.0178,,,,,
2024-09-04,396.26,400,391.94,392.5,379.36,349333,349333,-3.76,-0.94887,395.175,"September 04, 24",-0.0094887,,,,,
2024-09-03,391.32,395.67,390,393.27,380.1,373300,373300,1.95,0.49831,392.565,"September 03, 24",0.0049831,,,,,
2024-08-30,391.92,392.53,386.67,392.24,379.1,377400,377400,0.32,0.08164932,390.84,"August 30, 24",0.0008164932,,,,,
2024-08-29,391.05,392.84,387,390.42,377.34,296913,296913,-0.63,-0.1611,390.3275,"August 29, 24",-0.001611,,,,,
2024-08-28,388.68,390.55,384.78,389.61,376.56,287800,287800,0.93,0.23927,388.405,"August 28, 24",0.0023927,,,,,
2024-08-27,390.51,392.89,387.84,388.13,375.13,357500,357500,-2.38,-0.60946,389.8425,"August 27, 24",-0.0060946,,,,,
2024-08-26,395.81,397.91,388.97,389.46,376.42,372071,372071,-6.35,-1.6,393.0375,"August 26, 24",-0.016,,,,,
2024-08-23,384.52,388.72,382.38,388.63,375.61,143220,143220,4.11,1.07,386.0625,"August 23, 24",0.0107,,,,,
2024-08-22,377.87,382.44,376.96,382.17,369.37,179615,179615,4.3,1.14,379.86,"August 22, 24",0.0114,,,,,
2024-08-21,379.21,379.67,374.51,378.65,365.97,132228,132228,-0.56,-0.14768,378.01,"August 21, 24",-0.0014768,,,,,
2024-08-20,377.95,379.44,374.44,377.24,364.61,285237,285237,-0.71,-0.18786,377.2675,"August 20, 24",-0.0018786,,,,,
2024-08-19,374.85,378.76,374.85,378.74,366.06,150728,150728,3.89,1.04,376.8,"August 19, 24",0.0104,,,,,
2024-08-16,374.37,376.82,372.49,374.54,362,196800,196800,0.17,0.04540962,374.555,"August 16, 24",0.0004540962,,,,,
2024-08-15,372.08,374,369.27,373.46,360.95,207520,207520,1.38,0.37089,372.2025,"August 15, 24",0.0037089,,,,,
2024-08-14,363.11,370.43,363.11,369.54,357.16,166600,166600,6.43,1.77,366.5475,"August 14, 24",0.0177,,,,,
2024-08-13,362.9,365.37,359.71,363.11,350.95,217707,217707,0.21,0.05786718,362.7725,"August 13, 24",0.0005786718,,,,,
2024-08-12,365.4,365.97,359.6,360.91,348.82,387100,387100,-4.49,-1.23,362.97,"August 12, 24",-0.0123,,,,,
2024-08-09,364.29,364.67,360.89,364.5,352.29,280700,280700,0.21,0.05764638,363.5875,"August 09, 24",0.0005764638,,,,,
2024-08-08,361.48,366.53,361.48,364.2,352,310332,310332,2.72,0.75246,363.4225,"August 08, 24",0.0075246,,,,,
2024-08-07,361.06,363.57,358.97,360.63,348.55,378200,378200,-0.43,-0.11909,361.0575,"August 07, 24",-0.0011909,,,,,
2024-08-06,356.5,362.7,355.51,358.64,346.63,586800,586800,2.14,0.60028,358.3375,"August 06, 24",0.0060028,,,,,
2024-08-05,360.67,361.3,350.61,356.3,344.37,610800,610800,-4.37,-1.21,357.22,"August 05, 24",-0.0121,,,,,
2024-08-02,366.22,370.2,360.16,364.13,351.94,407900,407900,-2.09,-0.5707,365.1775,"August 02, 24",-0.005707,,,,,
2024-08-01,385,388.62,365,368.34,356,841549,841549,-16.66,-4.33,376.74,"August 01, 24",-0.0433,,,,,
2024-07-31,389.25,397.48,386.45,392.87,379.71,494500,494500,3.62,0.92999,391.5125,"July 31, 24",0.0092999,,,,,
2024-07-30,386.99,392.02,384.71,389.44,376.4,385026,385026,2.45,0.63309,388.29,"July 30, 24",0.0063309,,,,,
2024-07-29,382.08,385.54,380.65,384,371.14,378347,378347,1.92,0.50251,383.0675,"July 29, 24",0.0050251,,,,,
2024-07-26,373.8,385.33,373.12,382.93,370.11,332500,332500,9.13,2.44,378.795,"July 26, 24",0.0244,,,,,
2024-07-25,377.88,384.52,372.78,373.75,361.23,466600,466600,-4.13,-1.09,377.2325,"July 25, 24",-0.0109,,,,,
2024-07-24,386.57,388,380.65,381.54,368.76,235843,235843,-5.03,-1.3,384.19,"July 24, 24",-0.013,,,,,
2024-07-23,387.89,389.61,382.93,384.86,371.97,182939,182939,-3.03,-0.78115,386.3225,"July 23, 24",-0.0078115,,,,,
2024-07-22,390.51,390.51,384.79,388.72,375.7,213507,213507,-1.79,-0.45837,388.6325,"July 22, 24",-0.0045837,,,,,
2024-07-19,398.79,399.74,383.76,385.32,372.42,916800,916800,-13.47,-3.38,391.9025,"July 19, 24",-0.0338,,,,,
2024-07-18,398.8,406.4,398.13,400,386.6,224422,224422,1.2,0.3009,400.8325,"July 18, 24",0.003009,,,,,
2024-07-17,396.76,403.88,395.22,398.08,384.75,312534,312534,1.32,0.33269,398.485,"July 17, 24",0.0033269,,,,,
2024-07-16,396.23,402.01,393.3,394.6,381.38,222040,222040,-1.63,-0.41138,396.535,"July 16, 24",-0.0041138,,,,,
2024-07-15,386.52,399.44,385.05,396.26,382.99,488800,488800,9.74,2.52,391.8175,"July 15, 24",0.0252,,,,,
2024-07-12,381.88,383.79,378.81,381.64,368.86,176111,176111,-0.24,-0.06284697,381.53,"July 12, 24",-0.0006284697,,,,,
2024-07-11,378.99,380.15,375.39,379.81,367.09,185017,185017,0.82,0.21636,378.585,"July 11, 24",0.0021636,,,,,
2024-07-10,372.75,378.45,372.75,378.15,365.49,231745,231745,5.4,1.45,375.525,"July 10, 24",0.0145,,,,,
2024-07-09,370.43,375.9,370.07,372.8,360.31,268915,268915,2.37,0.6398,372.3,"July 09, 24",0.006398,,,,,
2024-07-08,370.93,373.76,370.14,373.04,360.55,274700,274700,2.11,0.56884,371.9675,"July 08, 24",0.0056884,,,,,
2024-07-05,363.25,365.58,358.63,362.85,350.7,495200,495200,-0.4,-0.11012,362.5775,"July 05, 24",-0.0011012,,,,,
2024-07-03,367.22,369.15,360.93,364.77,352.55,262604,262604,-2.45,-0.66717,365.5175,"July 03, 24",-0.0066717,,,,,
2024-07-02,372.03,372.9,367.01,369.67,357.29,318000,318000,-2.36,-0.63436,370.4025,"July 02, 24",-0.0063436,,,,,
2024-07-01,384.88,385.76,376.92,378.62,365.94,250000,250000,-6.26,-1.63,381.545,"July 01, 24",-0.0163,,,,,
2024-06-28,380.03,383.49,377.35,381.02,368.26,511239,511239,0.99,0.26051,380.4725,"June 28, 24",0.0026051,,,,,
2024-06-27,375.85,381.24,375.85,380.5,367.76,157543,157543,4.65,1.24,378.36,"June 27, 24",0.0124,,,,,
2024-06-26,378.89,378.89,372.78,376.19,363.59,196600,196600,-2.7,-0.71261,376.6875,"June 26, 24",-0.0071261,,,,,
2024-06-25,383.45,384.44,379.08,381.66,368.88,177300,177300,-1.79,-0.46681,382.1575,"June 25, 24",-0.0046681,,,,,
2024-06-24,378.71,383.61,375.9,382.01,369.22,212225,212225,3.3,0.87138,380.0575,"June 24, 24",0.0087138,,,,,
2024-06-21,380.34,380.34,375.48,377.19,364.56,553300,553300,-3.15,-0.82821,378.3375,"June 21, 24",-0.0082821,,,,,
2024-06-20,378.21,381.65,378.05,380.28,367.54,269227,269227,2.07,0.54731,379.5475,"June 20, 24",0.0054731,,,,,
2024-06-18,376,381.19,372.97,377.25,364.62,218417,218417,1.25,0.33245,376.8525,"June 18, 24",0.0033245,,,,,
2024-06-17,368.86,379.15,366.39,376.39,363.78,218700,218700,7.53,2.04,372.6975,"June 17, 24",0.0204,,,,,
2024-06-14,372.21,372.77,365.49,367.56,355.25,203745,203745,-4.65,-1.25,369.5075,"June 14, 24",-0.0125,,,,,
2024-06-13,372.7,374.7,368.75,374.43,361.89,147800,147800,1.73,0.46418,372.645,"June 13, 24",0.0046418,,,,,
2024-06-12,377.75,380.68,370.33,373.71,361.19,166117,166117,-4.04,-1.07,375.6175,"June 12, 24",-0.0107,,,,,
2024-06-11,379.59,379.83,376.83,379.1,366.4,156707,156707,-0.49,-0.12909,378.8375,"June 11, 24",-0.0012909,,,,,
2024-06-10,380.66,383.18,378.39,381.61,368.83,139600,139600,0.95,0.24957,380.96,"June 10, 24",0.0024957,,,,,
2024-06-07,381.08,386.98,381.08,382.81,369.99,136300,136300,1.73,0.45397,382.9875,"June 07, 24",0.0045397,,,,,
2024-06-06,381.2,383.52,379.36,379.66,366.95,114637,114637,-1.54,-0.40399,380.935,"June 06, 24",-0.0040399,,,,,
2024-06-05,385.05,385.05,377.08,380.57,367.82,198648,198648,-4.48,-1.16,381.9375,"June 05, 24",-0.0116,,,,,
2024-06-04,384.94,389.66,383.58,384.71,371.83,195000,195000,-0.23,-0.05974957,385.7225,"June 04, 24",-0.0005974957,,,,,
2024-06-03,391,393.24,383.76,386.76,373.81,201544,201544,-4.24,-1.08,388.69,"June 03, 24",-0.0108,,,,,
2024-05-31,387.82,392.05,387.3,390.93,377.84,369837,369837,3.11,0.80192,389.525,"May 31, 24",0.0080192,,,,,
2024-05-30,383.3,389.7,381.99,388.53,375.52,227000,227000,5.23,1.36,385.88,"May 30, 24",0.0136,,,,,
2024-05-29,385.71,386.87,382.38,382.69,369.87,228300,228300,-3.02,-0.78297,384.4125,"May 29, 24",-0.0078297,2024-05-15,2,2024-06-14,2024-05-29,2
2024-05-28,390.76,392.34,388.26,388.46,373.52,202700,202700,-2.3,-0.5886,389.955,"May 28, 24",-0.005886,,,,,
2024-05-24,387.65,391.85,387.65,391.78,376.71,98800,98800,4.13,1.07,389.7325,"May 24, 24",0.0107,,,,,
2024-05-23,398.79,399.09,385.11,387.38,372.48,317100,317100,-11.41,-2.86,392.5925,"May 23, 24",-0.0286,,,,,
2024-05-22,394.58,400.79,393.96,399.53,384.16,259113,259113,4.95,1.25,397.215,"May 22, 24",0.0125,,,,,
2024-05-21,390.49,394.59,390.49,394.16,379,296412,296412,3.67,0.93984,392.4325,"May 21, 24",0.0093984,,,,,
2024-05-20,394.04,394.04,389.1,389.8,374.81,227200,227200,-4.24,-1.08,391.745,"May 20, 24",-0.0108,,,,,
2024-05-17,391.27,393.91,388.09,392.92,377.81,261232,261232,1.65,0.4217,391.5475,"May 17, 24",0.004217,,,,,
2024-05-16,380.54,389.15,377.84,388.27,373.34,353002,353002,7.73,2.03,383.95,"May 16, 24",0.0203,,,,,
2024-05-15,378.56,380.95,374.65,375.11,360.68,201305,201305,-3.45,-0.91135,377.3175,"May 15, 24",-0.0091135,,,,,
2024-05-14,380.51,380.51,374.58,378.76,364.19,219405,219405,-1.75,-0.45991,378.59,"May 14, 24",-0.0045991,,,,,
2024-05-13,382.41,384.91,380.76,381.18,366.52,191900,191900,-1.23,-0.32164,382.315,"May 13, 24",-0.0032164,,,,,
2024-05-10,381.41,385.56,380.97,382.93,368.2,145200,145200,1.52,0.39852,382.7175,"May 10, 24",0.0039852,,,,,
2024-05-09,380.49,382.88,379.45,380.53,365.89,140400,140400,0.04,0.01051276,380.8375,"May 09, 24",0.0001051276,,,,,
2024-05-08,380.74,383.57,377.36,380.97,366.32,196100,196100,0.23,0.06040868,380.66,"May 08, 24",0.0006040868,,,,,
2024-05-07,381.16,381.34,376.6,378.64,364.08,319823,319823,-2.52,-0.66114,379.435,"May 07, 24",-0.0066114,,,,,
2024-05-06,370.97,379.11,370.24,379,364.42,290925,290925,8.03,2.16,374.83,"May 06, 24",0.0216,,,,,
2024-05-03,371.06,371.11,363.47,369.65,355.43,194932,194932,-1.41,-0.37999,368.8225,"May 03, 24",-0.0037999,,,,,
