date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,paymentDate,dividend,recordDate,adjDividend
2023-06-30,317.19,322.32,315.08,321.24,315.27,461317,461317,4.05,1.28,318.9575,"June 30, 23",0.0128,,,,,
2023-06-29,312.23,316.18,309.92,313.68,307.85,336200,336200,1.45,0.4644,313.0025,"June 29, 23",0.004644,,,,,
2023-06-28,316.11,320.21,309.3,312.23,306.43,653615,653615,-3.88,-1.23,314.4625,"June 28, 23",-0.0123,,,,,
2023-06-27,312.58,316.45,309.79,313.97,308.13,456400,456400,1.39,0.44469,313.1975,"June 27, 23",0.0044469,,,,,
2023-06-26,304.83,311.38,304.3,310.8,305.02,372517,372517,5.97,1.96,307.8275,"June 26, 23",0.0196,,,,,
2023-06-23,303.3,308.21,302.82,306.2,300.51,608375,608375,2.9,0.95615,305.1325,"June 23, 23",0.0095615,,,,,
2023-06-22,310.95,311.45,305.89,306.75,301.05,613500,613500,-4.2,-1.35,308.76,"June 22, 23",-0.0135,,,,,
2023-06-21,319.1,321.24,310.54,312.44,306.63,484435,484435,-6.66,-2.09,315.83,"June 21, 23",-0.0209,,,,,
2023-06-20,316.04,323.38,314.71,322.46,316.47,495622,495622,6.42,2.03,319.1475,"June 20, 23",0.0203,,,,,
2023-06-16,327.28,328.88,318.03,319.92,313.97,672200,672200,-7.36,-2.25,323.5275,"June 16, 23",-0.0225,,,,,
2023-06-15,318.22,324.78,315.82,323.95,317.93,552169,552169,5.73,1.8,320.6925,"June 15, 23",0.018,,,,,
2023-06-14,322.74,328,317.76,319.91,313.96,505298,505298,-2.83,-0.87687,322.1025,"June 14, 23",-0.0087687,,,,,
2023-06-13,315.6,323.28,314.45,322.74,316.74,508974,508974,7.14,2.26,319.0175,"June 13, 23",0.0226,,,,,
2023-06-12,307.28,313.62,306,312.57,306.76,366010,366010,5.29,1.72,309.8675,"June 12, 23",0.0172,,,,,
2023-06-09,306.67,308.65,303.86,304.7,299.04,418400,418400,-1.97,-0.64238,305.97,"June 09, 23",-0.0064238,,,,,
2023-06-08,302.9,308.71,301.52,305.01,299.34,487100,487100,2.11,0.6966,304.535,"June 08, 23",0.006966,,,,,
2023-06-07,309.24,310.01,299.84,302.95,297.32,405300,405300,-6.29,-2.03,305.51,"June 07, 23",-0.0203,,,,,
2023-06-06,304.4,312.11,304.05,307.44,301.72,493900,493900,3.04,0.99869,307,"June 06, 23",0.0099869,,,,,
2023-06-05,291.32,307.59,290.65,305.93,300.24,852085,852085,14.61,5.02,298.8725,"June 05, 23",0.0502,,,,,
2023-06-02,285.47,293.95,284.28,293.32,287.87,608106,608106,7.85,2.75,289.255,"June 02, 23",0.0275,,,,,
2023-06-01,276.68,284.31,273.06,281.11,275.88,427916,427916,4.43,1.6,278.79,"June 01, 23",0.016,,,,,
2023-05-31,277.59,280.84,273.15,280.13,274.92,1149525,1149525,2.54,0.91502,277.9275,"May 31, 23",0.0091502,,,,,
2023-05-30,286.49,287.53,279.38,279.82,274.62,433840,433840,-6.67,-2.33,283.305,"May 30, 23",-0.0233,,,,,
2023-05-26,280.61,285.13,280.06,280.95,275.73,366700,366700,0.34,0.12116,281.6875,"May 26, 23",0.0012116,2023-05-15,2023-06-12,0.375,2023-05-30,0.375
2023-05-25,284.1,284.62,277.63,279.02,273.46,517105,517105,-5.08,-1.79,281.3425,"May 25, 23",-0.0179,,,,,
2023-05-24,281.35,283.27,279.13,280.84,275.24,325328,325328,-0.51,-0.18127,281.1475,"May 24, 23",-0.0018127,,,,,
2023-05-23,286.02,288.55,282.44,283.97,278.31,916201,916201,-2.05,-0.71673,285.245,"May 23, 23",-0.0071673,,,,,
2023-05-22,286.22,295.52,285.64,289.2,283.44,562353,562353,2.98,1.04,289.145,"May 22, 23",0.0104,,,,,
2023-05-19,283.69,286.77,282.95,285.36,279.67,609448,609448,1.67,0.58867,284.6925,"May 19, 23",0.0058867,,,,,
2023-05-18,274.58,283.19,273.61,282.25,276.62,595809,595809,7.67,2.79,278.4075,"May 18, 23",0.0279,,,,,
2023-05-17,267.19,273.31,265.12,272.81,267.37,563673,563673,5.62,2.1,269.6075,"May 17, 23",0.021,,,,,
2023-05-16,270.08,271.11,264.74,265.29,260,358464,358464,-4.79,-1.77,267.805,"May 16, 23",-0.0177,,,,,
2023-05-15,267.95,273.63,266.99,271.72,266.3,563800,563800,3.77,1.41,270.0725,"May 15, 23",0.0141,,,,,
2023-05-12,265.3,268.95,262.12,268.51,263.16,506055,506055,3.21,1.21,266.22,"May 12, 23",0.0121,,,,,
2023-05-11,273.13,273.45,263.19,265.31,260.02,838300,838300,-7.82,-2.86,268.77,"May 11, 23",-0.0286,,,,,
2023-05-10,272.48,275,269.15,273.18,267.74,563054,563054,0.7,0.2569,272.4525,"May 10, 23",0.002569,,,,,
2023-05-09,271.88,274.2,268.52,268.74,263.38,680184,680184,-3.14,-1.15,270.835,"May 09, 23",-0.0115,,,,,
2023-05-08,272.19,275.55,270.18,274.38,268.91,738627,738627,2.19,0.80459,273.075,"May 08, 23",0.0080459,,,,,
2023-05-05,281.19,283.13,267.66,272.63,267.2,1304205,1304205,-8.56,-3.04,276.1525,"May 05, 23",-0.0304,,,,,
2023-05-04,297.03,304.08,279.5,279.99,274.41,1103800,1103800,-17.04,-5.74,290.15,"May 04, 23",-0.0574,,,,,
2023-05-03,291.15,300.71,290,293.7,287.85,1493653,1493653,2.55,0.87584,293.89,"May 03, 23",0.0087584,,,,,
2023-05-02,296.05,296.05,284.88,288.75,283,981928,981928,-7.3,-2.47,291.4325,"May 02, 23",-0.0247,,,,,
2023-05-01,290.37,300.54,288.1,297.55,291.62,669977,669977,7.18,2.47,294.14,"May 01, 23",0.0247,,,,,
2023-04-28,286.47,293.55,281.82,290.37,284.58,944200,944200,3.9,1.36,288.0525,"April 28, 23",0.0136,,,,,
2023-04-27,287.71,290.15,284.6,288.9,283.14,371975,371975,1.19,0.41361,287.84,"April 27, 23",0.0041361,,,,,
2023-04-26,292.41,293,283.63,285.7,280.01,403416,403416,-6.71,-2.29,288.685,"April 26, 23",-0.0229,,,,,
2023-04-25,295.34,297.36,288.52,288.71,282.96,435600,435600,-6.63,-2.24,292.4825,"April 25, 23",-0.0224,,,,,
2023-04-24,301.58,301.89,293.33,298.54,292.59,318600,318600,-3.04,-1.01,298.835,"April 24, 23",-0.0101,,,,,
2023-04-21,301.6,302.27,298.61,300.55,294.56,300600,300600,-1.05,-0.34814,300.7575,"April 21, 23",-0.0034814,,,,,
2023-04-20,301.8,302.94,298.35,299.82,293.84,390850,390850,-1.98,-0.65606,300.7275,"April 20, 23",-0.0065606,,,,,
2023-04-19,303.69,306.1,302.94,304.96,298.88,305200,305200,1.27,0.41819,304.4225,"April 19, 23",0.0041819,,,,,
2023-04-18,312.15,312.15,302.04,305.26,299.18,362700,362700,-6.89,-2.21,307.9,"April 18, 23",-0.0221,,,,,
2023-04-17,303.75,308.48,302.02,307.25,301.13,347836,347836,3.5,1.15,305.375,"April 17, 23",0.0115,,,,,
2023-04-14,300.53,304.8,295.68,303.15,297.11,465132,465132,2.62,0.87179,301.04,"April 14, 23",0.0087179,,,,,
2023-04-13,296.02,303.77,296.02,302.93,296.89,420478,420478,6.91,2.33,299.685,"April 13, 23",0.0233,,,,,
2023-04-12,299.61,303.35,293.9,294.21,288.35,328669,328669,-5.4,-1.8,297.7675,"April 12, 23",-0.018,,,,,
2023-04-11,292.64,298.6,291.63,295.91,290.01,410616,410616,3.27,1.12,294.695,"April 11, 23",0.0112,,,,,
2023-04-10,286.52,295.82,283.78,294.38,288.51,413635,413635,7.86,2.74,290.125,"April 10, 23",0.0274,,,,,
2023-04-06,283.49,289.91,278.55,289.45,283.68,515790,515790,5.96,2.1,285.35,"April 06, 23",0.021,,,,,
2023-04-05,291,293.26,281.37,285.6,279.91,483100,483100,-5.4,-1.86,287.8075,"April 05, 23",-0.0186,,,,,
2023-04-04,300.62,300.75,291.13,292.78,286.94,363668,363668,-7.84,-2.61,296.32,"April 04, 23",-0.0261,,,,,
2023-04-03,300.41,301.96,293.99,298.62,292.67,393365,393365,-1.79,-0.59585,298.745,"April 03, 23",-0.0059585,,,,,
2023-03-31,297.89,306.1,297.11,304.01,297.95,533118,533118,6.12,2.05,301.2775,"March 31, 23",0.0205,,,,,
2023-03-30,292.49,303.77,292.17,296.29,290.38,931700,931700,3.8,1.3,296.18,"March 30, 23",0.013,,,,,
2023-03-29,276.73,286.14,274.55,285.87,280.17,515000,515000,9.14,3.3,280.8225,"March 29, 23",0.033,,,,,
2023-03-28,271.8,273.93,270.09,273.03,267.59,295235,295235,1.23,0.45254,272.2125,"March 28, 23",0.0045254,,,,,
2023-03-27,273.37,277.56,270.89,272.48,267.05,302931,302931,-0.89,-0.32557,273.575,"March 27, 23",-0.0032557,,,,,
2023-03-24,272.73,272.82,268,271.56,266.15,313200,313200,-1.17,-0.429,271.2775,"March 24, 23",-0.00429,,,,,
2023-03-23,269.5,274.08,267.16,272.32,266.89,448400,448400,2.82,1.05,270.765,"March 23, 23",0.0105,,,,,
2023-03-22,276.41,276.61,266.63,266.85,261.53,334646,334646,-9.56,-3.46,271.625,"March 22, 23",-0.0346,,,,,
2023-03-21,271.32,278.02,270.51,277.35,271.82,543894,543894,6.03,2.22,274.3,"March 21, 23",0.0222,,,,,
2023-03-20,274.8,275.77,269,270.37,264.98,514241,514241,-4.43,-1.61,272.485,"March 20, 23",-0.0161,,,,,
2023-03-17,279.78,283.19,275.08,276.94,271.42,644400,644400,-2.84,-1.02,278.7475,"March 17, 23",-0.0102,,,,,
2023-03-16,277.97,282.06,273.88,280.06,274.48,408508,408508,2.09,0.75188,278.4925,"March 16, 23",0.0075188,,,,,
2023-03-15,277.35,281.66,275.43,277.88,272.34,376321,376321,0.53,0.19109,278.08,"March 15, 23",0.0019109,,,,,
2023-03-14,280.5,283.4,275.75,280.51,274.92,367498,367498,0.01,0.00356506,280.04,"March 14, 23",3.56506e-05,,,,,
2023-03-13,270.72,280.45,265.67,274.54,269.07,700700,700700,3.82,1.41,272.845,"March 13, 23",0.0141,,,,,
2023-03-10,284.31,284.75,269.68,273.28,267.83,704063,704063,-11.03,-3.88,278.005,"March 10, 23",-0.0388,,,,,
2023-03-09,287.09,293.35,285,285.75,280.06,441978,441978,-1.34,-0.46675,287.7975,"March 09, 23",-0.0046675,,,,,
2023-03-08,286.58,289.63,284.85,288.83,283.07,369519,369519,2.25,0.78512,287.4725,"March 08, 23",0.0078512,,,,,
2023-03-07,292.95,294.91,287.39,287.4,281.67,336500,336500,-5.55,-1.89,290.6625,"March 07, 23",-0.0189,,,,,
2023-03-06,294.8,299.16,292.45,292.73,286.9,463917,463917,-2.07,-0.70217,294.785,"March 06, 23",-0.0070217,,,,,
2023-03-03,288.77,293.01,288.56,291.54,285.73,777800,777800,2.77,0.95924,290.47,"March 03, 23",0.0095924,,,,,
2023-03-02,283.39,289.51,282.71,287.34,281.61,464336,464336,3.95,1.39,285.7375,"March 02, 23",0.0139,,,,,
2023-03-01,288.41,290.44,284.17,284.51,278.84,530922,530922,-3.9,-1.35,286.8825,"March 01, 23",-0.0135,,,,,
2023-02-28,293.97,297.24,288.74,289.06,283.3,654064,654064,-4.91,-1.67,292.2525,"February 28, 23",-0.0167,,,,,
2023-02-27,296.68,296.86,293.4,294.12,288.26,480900,480900,-2.56,-0.86288,295.265,"February 27, 23",-0.0086288,,,,,
2023-02-24,295.36,295.79,291.78,293.42,287.57,313342,313342,-1.94,-0.65683,294.0875,"February 24, 23",-0.0065683,,,,,
2023-02-23,302.49,303.02,294.42,299.93,293.95,238733,238733,-2.56,-0.84631,299.965,"February 23, 23",-0.0084631,,,,,
2023-02-22,300,304.45,297.62,298.94,292.98,492436,492436,-1.06,-0.35333,300.2525,"February 22, 23",-0.0035333,,,,,
2023-02-21,298.92,301.11,296.09,296.51,290.6,465358,465358,-2.41,-0.80624,298.1575,"February 21, 23",-0.0080624,,,,,
2023-02-17,305.74,305.74,298.28,303.89,297.83,966286,966286,-1.85,-0.60509,303.4125,"February 17, 23",-0.0060509,,,,,
2023-02-16,310,316.21,306.97,307.45,301.32,597914,597914,-2.55,-0.82258,310.1575,"February 16, 23",-0.0082258,,,,,
2023-02-15,323.31,326.42,317.91,320,313.62,638100,638100,-3.31,-1.02,321.91,"February 15, 23",-0.0102,,,,,
2023-02-14,319.71,326.43,319,324.69,318.22,624246,624246,4.98,1.56,322.4575,"February 14, 23",0.0156,,,,,
2023-02-13,319.3,323.76,317.23,322.75,316.32,451900,451900,3.45,1.08,320.76,"February 13, 23",0.0108,,,,,
2023-02-10,319,320.4,313.5,317.09,310.77,479255,479255,-1.91,-0.59875,317.4975,"February 10, 23",-0.0059875,,,,,
2023-02-09,327.1,330.09,320.88,322.48,316.05,1018800,1018800,-4.62,-1.41,325.1375,"February 09, 23",-0.0141,,,,,
2023-02-08,330,330.71,312.19,321.21,314.81,1536645,1536645,-8.79,-2.66,323.5275,"February 08, 23",-0.0266,,,,,
2023-02-07,328.37,347.4,325.33,344.52,337.65,504700,504700,16.15,4.92,336.405,"February 07, 23",0.0492,,,,,
2023-02-06,332.72,335.82,328.68,329.69,323.12,578319,578319,-3.03,-0.91068,331.7275,"February 06, 23",-0.0091068,,,,,
2023-02-03,342.56,350.51,336.95,337.44,330.71,387800,387800,-5.12,-1.49,341.865,"February 03, 23",-0.0149,,,,,
2023-02-02,351.87,362.36,349.17,352.41,345.39,583376,583376,0.54,0.15347,353.9525,"February 02, 23",0.0015347,,,,,
2023-02-01,324.07,343.05,323.56,340.77,333.98,636900,636900,16.7,5.15,332.8625,"February 01, 23",0.0515,,,,,
2023-01-31,317.75,323.94,316.06,323.94,317.48,372908,372908,6.19,1.95,320.4225,"January 31, 23",0.0195,,,,,
2023-01-30,317.44,322.83,315.65,315.76,309.47,254500,254500,-1.68,-0.52923,317.92,"January 30, 23",-0.0052923,,,,,
2023-01-27,318.22,325.39,317.77,322.24,315.82,353700,353700,4.02,1.26,320.905,"January 27, 23",0.0126,,,,,
2023-01-26,319.27,322.41,314.95,321.46,315.05,246822,246822,2.19,0.68594,319.5225,"January 26, 23",0.0068594,,,,,
2023-01-25,310.84,316.22,297.93,314.6,308.33,411603,411603,3.76,1.21,309.8975,"January 25, 23",0.0121,,,,,
2023-01-24,319.38,322.83,317.98,319.92,313.54,265744,265744,0.54,0.16908,320.0275,"January 24, 23",0.0016908,,,,,
2023-01-23,313.32,323.29,310.93,322.07,315.65,340449,340449,8.75,2.79,317.4025,"January 23, 23",0.0279,,,,,
2023-01-20,305.26,314.11,304.12,313.46,307.21,292610,292610,8.2,2.69,309.2375,"January 20, 23",0.0269,,,,,
2023-01-19,306.91,310.4,303.82,304.8,298.73,265337,265337,-2.11,-0.6875,306.4825,"January 19, 23",-0.006875,,,,,
2023-01-18,314.36,321.18,310.23,311.77,305.56,526034,526034,-2.59,-0.8239,314.385,"January 18, 23",-0.008239,,,,,
2023-01-17,304.45,312.66,302.15,310.3,304.12,460332,460332,5.85,1.92,307.39,"January 17, 23",0.0192,,,,,
2023-01-13,299.7,305.86,299.04,304.46,298.39,415736,415736,4.76,1.59,302.265,"January 13, 23",0.0159,,,,,
2023-01-12,306.41,310.11,298.85,304.28,298.22,420545,420545,-2.13,-0.69515,304.9125,"January 12, 23",-0.0069515,,,,,
2023-01-11,302.24,305.63,300.57,304.25,298.19,390334,390334,2.01,0.66503,303.1725,"January 11, 23",0.0066503,,,,,
2023-01-10,289.52,300.21,285.72,298.34,292.39,659300,659300,8.82,3.05,293.4475,"January 10, 23",0.0305,,,,,
2023-01-09,289.59,297.82,288.24,292.59,286.76,1099463,1099463,3,1.04,292.06,"January 09, 23",0.0104,,,,,
2023-01-06,297.62,297.62,284.24,286.65,280.94,1122400,1122400,-10.97,-3.69,291.5325,"January 06, 23",-0.0369,,,,,
2023-01-05,298.2,298.51,291.96,294.62,288.75,474818,474818,-3.58,-1.2,295.8225,"January 05, 23",-0.012,,,,,
2023-01-04,307.37,308.4,301.41,303.9,297.84,433159,433159,-3.47,-1.13,305.27,"January 04, 23",-0.0113,,,,,
2023-01-03,316.59,318.38,302.01,304.63,298.56,251700,251700,-11.96,-3.78,310.4025,"January 03, 23",-0.0378,,,,,
2022-12-30,306.73,310.63,305.2,310.31,304.13,317750,317750,3.58,1.17,308.2175,"December 30, 22",0.0117,,,,,
2022-12-29,307.2,312.99,302.11,311.87,305.65,347520,347520,4.67,1.52,308.5425,"December 29, 22",0.0152,,,,,
2022-12-28,301.16,305.1,299.13,302.63,296.6,346600,346600,1.47,0.48811,302.005,"December 28, 22",0.0048811,,,,,
2022-12-27,304.5,304.91,298.44,301.62,295.61,212354,212354,-2.88,-0.94581,302.3675,"December 27, 22",-0.0094581,,,,,
2022-12-23,301.65,305.57,297.51,305.17,299.09,227300,227300,3.52,1.17,302.475,"December 23, 22",0.0117,,,,,
2022-12-22,304.39,305,294.42,303.79,297.74,425600,425600,-0.6,-0.19712,301.9,"December 22, 22",-0.0019712,,,,,
2022-12-21,304.23,311.97,299.51,310.36,304.17,280749,280749,6.13,2.01,306.5175,"December 21, 22",0.0201,,,,,
2022-12-20,306.35,311.59,301.86,303.82,297.76,421589,421589,-2.53,-0.82585,305.905,"December 20, 22",-0.0082585,,,,,
2022-12-19,310.89,312.84,307.08,309.59,303.42,418503,418503,-1.3,-0.41815,310.1,"December 19, 22",-0.0041815,,,,,
2022-12-16,313.12,315.34,306.15,311.4,305.19,523200,523200,-1.72,-0.54931,311.5025,"December 16, 22",-0.0054931,,,,,
2022-12-15,321.5,323.18,313.47,314.93,308.65,335145,335145,-6.57,-2.04,318.27,"December 15, 22",-0.0204,,,,,
2022-12-14,328.15,334.28,324.39,327.72,321.19,448300,448300,-0.43,-0.13104,328.635,"December 14, 22",-0.0013104,,,,,
2022-12-13,342.37,345.99,324.61,328.77,322.22,672400,672400,-13.6,-3.97,335.435,"December 13, 22",-0.0397,,,,,
2022-12-12,314.32,331.29,313.73,325.94,319.44,533724,533724,11.62,3.7,321.32,"December 12, 22",0.037,,,,,
2022-12-09,317.68,323.35,313.65,314.13,307.87,376126,376126,-3.55,-1.12,317.2025,"December 09, 22",-0.0112,,,,,
2022-12-08,311.3,320.95,308.18,318.76,312.41,406500,406500,7.46,2.4,314.7975,"December 08, 22",0.024,,,,,
2022-12-07,312.67,314.77,306.22,308.97,302.81,447158,447158,-3.7,-1.18,310.6575,"December 07, 22",-0.0118,,,,,
2022-12-06,315.68,315.68,305.77,312.67,306.44,377200,377200,-3.01,-0.9535,312.45,"December 06, 22",-0.009535,,,,,
2022-12-05,335.23,337.36,311.78,315.47,309.18,494500,494500,-19.76,-5.89,324.96,"December 05, 22",-0.0589,,,,,
2022-12-02,337.97,343.5,334.16,339.87,333.1,290900,290900,1.9,0.56218,338.875,"December 02, 22",0.0056218,,,,,
2022-12-01,338.14,348.98,336.91,346.22,339.32,556951,556951,8.08,2.39,342.5625,"December 01, 22",0.0239,,,,,
2022-11-30,320.82,339.84,318.08,339.1,332.34,696609,696609,18.28,5.7,329.46,"November 30, 22",0.057,,,,,
2022-11-29,325.56,328.44,319.73,321.98,315.56,256000,256000,-3.58,-1.1,323.9275,"November 29, 22",-0.011,,,,,
2022-11-28,323.84,331.33,323.66,325.23,318.75,276000,276000,1.39,0.42922,326.015,"November 28, 22",0.0042922,,,,,
2022-11-25,327,328.43,323.87,327.1,320.58,124725,124725,0.1,0.03058104,326.6,"November 25, 22",0.0003058104,,,,,
2022-11-23,319.41,329.33,315.18,327.21,320.69,191686,191686,7.8,2.44,322.7825,"November 23, 22",0.0244,,,,,
2022-11-22,314.79,319.5,308.59,319.38,313.01,246966,246966,4.59,1.46,315.565,"November 22, 22",0.0146,,,,,
2022-11-21,313,317.98,311.04,315.14,308.86,350813,350813,2.14,0.68371,314.29,"November 21, 22",0.0068371,,,,,
2022-11-18,325.56,325.56,307.92,316.39,310.08,631481,631481,-9.17,-2.82,318.8575,"November 18, 22",-0.0282,,,,,
2022-11-17,330,331.47,315.28,318.34,312,551395,551395,-11.66,-3.53,323.7725,"November 17, 22",-0.0353,,,,,
2022-11-16,342.8,345.23,335.79,337.69,330.96,476200,476200,-5.11,-1.49,340.3775,"November 16, 22",-0.0149,,,,,
2022-11-15,341.01,349.91,338.82,347.19,340.27,447142,447142,6.18,1.81,344.2325,"November 15, 22",0.0181,,,,,
2022-11-14,336.01,339.05,327.49,329.82,323.25,337100,337100,-6.19,-1.84,333.0925,"November 14, 22",-0.0184,,,,,
2022-11-11,330.71,347.82,327.54,340.35,333.57,598100,598100,9.64,2.91,336.605,"November 11, 22",0.0291,,,,,
2022-11-10,320.91,336.77,320.91,329.75,323.18,656759,656759,8.84,2.75,327.085,"November 10, 22",0.0275,,,,,
2022-11-09,301.55,301.55,293.16,299.51,293.54,379825,379825,-2.04,-0.6765,298.9425,"November 09, 22",-0.006765,,,,,
2022-11-08,298.07,309.32,290.69,304.86,298.78,469800,469800,6.79,2.28,300.735,"November 08, 22",0.0228,,,,,
2022-11-07,308.74,308.74,291.25,296.21,290.31,785747,785747,-12.53,-4.06,301.235,"November 07, 22",-0.0406,,,,,
2022-11-04,330.01,330.01,295.81,306.2,300.1,875154,875154,-23.81,-7.21,315.5075,"November 04, 22",-0.0721,,,,,
2022-11-03,314.56,338.2,312.68,326.33,319.83,582447,582447,11.77,3.74,322.9425,"November 03, 22",0.0374,,,,,
2022-11-02,343.17,343.23,316,316.45,310.14,750552,750552,-26.72,-7.79,329.7125,"November 02, 22",-0.0779,,,,,
2022-11-01,353.2,353.93,338.42,342.71,335.88,665200,665200,-10.49,-2.97,347.065,"November 01, 22",-0.0297,,,,,
2022-10-31,339.58,348.26,337.42,346,339.1,525225,525225,6.42,1.89,342.815,"October 31, 22",0.0189,,,,,
2022-10-28,334.2,341.67,328.72,341.62,334.81,350400,350400,7.42,2.22,336.5525,"October 28, 22",0.0222,,,,,
2022-10-27,334.74,339.82,331.67,333.81,327.16,238900,238900,-0.93,-0.27783,335.01,"October 27, 22",-0.0027783,,,,,
2022-10-26,328.52,342.59,328.05,331.04,324.44,278500,278500,2.52,0.76708,332.55,"October 26, 22",0.0076708,,,,,
2022-10-25,325.34,337.72,325.34,337.16,330.44,311846,311846,11.82,3.63,331.39,"October 25, 22",0.0363,,,,,
2022-10-24,325.15,325.15,311.21,324.02,317.56,314300,314300,-1.13,-0.34753,321.3825,"October 24, 22",-0.0034753,,,,,
2022-10-21,318.13,324.01,310.06,323.01,316.57,299300,299300,4.88,1.53,318.8025,"October 21, 22",0.0153,,,,,
2022-10-20,321.1,329.19,314.2,318.31,311.97,349300,349300,-2.79,-0.86889,320.7,"October 20, 22",-0.0086889,,,,,
2022-10-19,324.5,325.76,314.91,320.5,314.11,220817,220817,-4,-1.23,321.4175,"October 19, 22",-0.0123,,,,,
2022-10-18,327.2,333.18,321.88,329.14,322.58,365500,365500,1.94,0.59291,327.85,"October 18, 22",0.0059291,,,,,
2022-10-17,309.38,320.45,309.01,315.66,309.37,349908,349908,6.28,2.03,313.625,"October 17, 22",0.0203,,,,,
2022-10-14,316.13,320.79,298.09,298.73,292.78,379512,379512,-17.4,-5.5,308.435,"October 14, 22",-0.055,,,,,
2022-10-13,301.17,315.51,296.56,313.44,307.19,410800,410800,12.27,4.07,306.67,"October 13, 22",0.0407,,,,,
2022-10-12,319.68,321.63,310.3,311.37,305.16,464678,464678,-8.31,-2.6,315.745,"October 12, 22",-0.026,,,,,
2022-10-11,323.56,327.31,311.45,319.42,313.05,445694,445694,-4.14,-1.28,320.435,"October 11, 22",-0.0128,,,,,
2022-10-10,339.2,339.2,316.87,323.98,317.52,368200,368200,-15.22,-4.49,329.8125,"October 10, 22",-0.0449,,,,,
2022-10-07,346.53,347.88,337.36,338.4,331.66,395927,395927,-8.13,-2.35,342.5425,"October 07, 22",-0.0235,,,,,
2022-10-06,350.7,356.86,344.73,353.6,346.55,501940,501940,2.9,0.82692,351.4725,"October 06, 22",0.0082692,,,,,
2022-10-05,343.92,357.19,343.77,351.67,344.66,289031,289031,7.75,2.25,349.1375,"October 05, 22",0.0225,,,,,
2022-10-04,347.8,354.11,346.01,349.62,342.65,388000,388000,1.82,0.52329,349.385,"October 04, 22",0.0052329,,,,,
2022-10-03,332.8,339.1,327.82,336.64,329.93,344900,344900,3.84,1.15,334.09,"October 03, 22",0.0115,,,,,
2022-09-30,333.74,340.92,329.71,329.99,323.41,387814,387814,-3.75,-1.12,333.59,"September 30, 22",-0.0112,,,,,
2022-09-29,337.21,338.73,332.64,334.43,327.76,356100,356100,-2.78,-0.82441,335.7525,"September 29, 22",-0.0082441,,,,,
2022-09-28,328.83,343.54,326.46,341.78,334.97,317328,317328,12.95,3.94,335.1525,"September 28, 22",0.0394,,,,,
2022-09-27,326.75,331.91,324.01,328.29,321.75,216400,216400,1.54,0.47131,327.74,"September 27, 22",0.0047131,,,,,
2022-09-26,324.59,331.83,320.26,320.93,314.53,319917,319917,-3.66,-1.13,324.4025,"September 26, 22",-0.0113,,,,,
2022-09-23,323.69,327.1,317.38,325.75,319.26,434700,434700,2.06,0.63641,323.48,"September 23, 22",0.0063641,,,,,
2022-09-22,342.09,343.03,326.46,328.46,321.91,359919,359919,-13.63,-3.98,335.01,"September 22, 22",-0.0398,,,,,
2022-09-21,349.98,355.78,342.64,343.28,336.44,198000,198000,-6.7,-1.91,347.92,"September 21, 22",-0.0191,,,,,
2022-09-20,348.99,351.58,344.72,346.92,340.01,208000,208000,-2.07,-0.59314,348.0525,"September 20, 22",-0.0059314,,,,,
2022-09-19,346.18,352.08,346.18,351.45,344.45,202031,202031,5.27,1.52,348.9725,"September 19, 22",0.0152,,,,,
2022-09-16,347.21,352.72,343.08,349.6,342.63,435200,435200,2.39,0.68834,348.1525,"September 16, 22",0.0068834,,,,,
2022-09-15,360,366.83,349.72,351.58,344.57,318700,318700,-8.42,-2.34,357.0325,"September 15, 22",-0.0234,,,,,
2022-09-14,365.05,369.36,358.72,364.04,356.78,283100,283100,-1.01,-0.27667,364.2925,"September 14, 22",-0.0027667,,,,,
2022-09-13,360.47,365.44,358.55,361.37,354.17,261616,261616,0.9,0.24967,361.4575,"September 13, 22",0.0024967,,,,,
2022-09-12,371.54,375.84,368.71,375.69,368.2,297617,297617,4.15,1.12,372.945,"September 12, 22",0.0112,,,,,
2022-09-09,367.2,372.87,366.88,370.17,362.79,267330,267330,2.97,0.80882,369.28,"September 09, 22",0.0080882,,,,,
2022-09-08,353.61,365,352,364.56,357.29,261403,261403,10.95,3.1,358.7925,"September 08, 22",0.031,,,,,
2022-09-07,347.06,357.52,345.45,356.16,349.06,193921,193921,9.1,2.62,351.5475,"September 07, 22",0.0262,,,,,
2022-09-06,344.96,347.2,340.58,345.92,339.03,258327,258327,0.96,0.27829,344.665,"September 06, 22",0.0027829,,,,,
2022-09-02,351.1,353.17,341.47,344.46,337.59,343632,343632,-6.64,-1.89,347.55,"September 02, 22",-0.0189,,,,,
2022-09-01,348.46,348.86,337.58,346.57,339.66,281019,281019,-1.89,-0.54239,345.3675,"September 01, 22",-0.0054239,,,,,
2022-08-31,360.66,362.4,351,351.2,344.2,386900,386900,-9.46,-2.62,356.315,"August 31, 22",-0.0262,,,,,
2022-08-30,354.68,357.78,348.8,357.29,350.17,343110,343110,2.61,0.73587,354.6375,"August 30, 22",0.0073587,,,,,
2022-08-29,354.39,358.18,350.88,351.18,344.18,315356,315356,-3.21,-0.90578,353.6575,"August 29, 22",-0.0090578,,,,,
2022-08-26,373.45,374.99,360.18,360.6,353.41,268326,268326,-12.85,-3.44,367.305,"August 26, 22",-0.0344,,,,,
