date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,low,close,high,unadjustedVolume,open,changePercent,vwap,volume,changeOverTime,adjClose,change
2024-05-07,"May 07, 24",,,,,,167.17,167.36,173.5,2884800,168.66,-0.77078,169.1725,2884800,-0.0077078,166.96,-1.3
2024-05-06,"May 06, 24",,,,,,164.51,169.14,171.17,4007044,167.16,1.18,167.995,4007044,0.0118,168.74,1.98
2024-05-03,"May 03, 24",,,,,,155.14,166.26,167.17,4635134,155.63,6.83,161.05,4635134,0.0683,165.87,10.63
2024-05-02,"May 02, 24",,,,,,151.66,153.83,155.44,2530741,153.53,0.1954,153.615,2530741,0.001954,153.47,0.3
2024-05-01,"May 01, 24",,,,,,149.42,151.67,156.7,3397459,154.19,-1.63,152.995,3397459,-0.0163,151.31,-2.52
2024-04-30,"April 30, 24",,,,,,152.25,153.71,163.1,3490100,158.14,-2.8,156.8,3490100,-0.028,153.35,-4.43
2024-04-29,"April 29, 24",,,,,,153.58,159.01,159.55,5937215,153.58,3.54,156.43,5937215,0.0354,158.63,5.43
2024-04-26,"April 26, 24",,,,,,150.2,153.07,157.25,4230515,153.64,-0.371,153.54,4230515,-0.00371,152.71,-0.57
2024-04-25,"April 25, 24",,,,,,138.67,148.31,152.14,6069300,143,3.71,145.53,6069300,0.0371,147.96,5.31
2024-04-24,"April 24, 24",,,,,,144.35,146.18,149.9,4684613,147,-0.55782,146.8575,4684613,-0.0055782,145.83,-0.82
2024-04-23,"April 23, 24",,,,,,137.87,147.83,148.35,4682814,138.46,6.77,143.1275,4682814,0.0677,147.48,9.37
2024-04-22,"April 22, 24",,,,,,132.11,136.69,137.14,2435104,135.52,0.86334,135.365,2435104,0.0086334,136.37,1.17
2024-04-19,"April 19, 24",,,,,,134.91,135.1,140.59,4518800,137.25,-1.57,136.9625,4518800,-0.0157,134.78,-2.15
2024-04-18,"April 18, 24",,,,,,135.43,137.22,138.41,5022300,138.15,-0.67318,137.3025,5022300,-0.0067318,136.89,-0.93
2024-04-17,"April 17, 24",,,,,,131.25,134.75,138.18,6154600,132.04,2.05,134.055,6154600,0.0205,134.43,2.71
2024-04-16,"April 16, 24",,,,,,128.25,130.07,133.05,5870930,132.5,-1.83,130.9675,5870930,-0.0183,129.76,-2.43
2024-04-15,"April 15, 24",,,,,,129.85,131.75,135.32,3724900,134.6,-2.12,132.88,3724900,-0.0212,131.44,-2.85
2024-04-12,"April 12, 24",,,,,,133.56,134,138.11,3765246,135,-0.74074,135.1675,3765246,-0.0074074,133.68,-1
2024-04-11,"April 11, 24",,,,,,136.41,136.57,139.32,5326943,139.2,-1.89,137.875,5326943,-0.0189,136.25,-2.63
2024-04-10,"April 10, 24",,,,,,128.94,138.37,139.93,8376809,129.5,6.85,134.185,8376809,0.0685,138.04,8.87
2024-04-09,"April 09, 24",,,,,,128.25,132.17,133.6,9143523,130.87,0.99335,131.2225,9143523,0.0099335,131.86,1.3
2024-04-08,"April 08, 24",,,,,,125.86,129.96,131.95,12195039,126.13,3.04,128.475,12195039,0.0304,129.65,3.83
2024-04-05,"April 05, 24",,,,,,119,122.7,128.18,16054800,125.5,-2.23,123.845,16054800,-0.0223,122.41,-2.8
2024-04-04,"April 04, 24",,,,,,125.26,126.06,139.35,14207744,136,-7.31,131.6675,14207744,-0.0731,125.76,-9.94
2024-04-03,"April 03, 24",,,,,,135.8,137.34,144,8866900,142.3,-3.49,139.86,8866900,-0.0349,137.01,-4.96
2024-04-02,"April 02, 24",,,,,,138.64,140,152.48,18246124,142.85,-2,143.4925,18246124,-0.02,139.67,-2.85
2024-04-01,"April 01, 24",,,,,,137.07,142.02,144.33,1029500,141.01,0.71626,141.1075,1029500,0.0071626,141.68,1.01
2024-03-28,"March 28, 24",,,,,,129.96,136.75,137.93,2239100,137.93,-0.85551,135.6425,2239100,-0.0085551,136.43,-1.18
2024-03-27,"March 27, 24",,,,,,115,131.25,135,4960410,115,14.13,124.0625,4960410,0.1413,130.94,16.25
